filepath,filename,face_shape,split
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image ovale 250.jpg,image ovale 250.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/image square 179.jpg,image square 179.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/41.jpg,41.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/116.jpg,116.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/rectangular/151.jpg,151.jpg,rectangular,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 148.jpg,square 148.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 160.jpg,square 160.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 139.jpg,square 139.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 129.jpg,square 129.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 151.jpg,square 151.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 266.jpg,square 266.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 173.jpg,square 173.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 141.jpg,square 141.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 124.jpg,square 124.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/images round 51.jpg,images round 51.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 139.jpg,image square 139.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 164.jpg,square 164.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 89.jpg,image square 89.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 277.jpg,square 277.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 141.jpg,image square 141.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 194.jpg,square 194.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 120.jpg,square 120.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 272.jpg,square 272.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 182.jpg,square 182.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 97.jpg,image square 97.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 218.jpg,sqaure 218.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 147.jpg,square 147.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 256.jpg,square 256.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 262.jpg,square 262.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 163.jpg,square 163.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 206.jpg,sqaure 206.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 181.jpg,square 181.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 208.jpg,sqaure 208.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 134.jpg,square 134.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 135.jpg,image square 135.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 258.jpg,square 258.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 265.jpg,square 265.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 143.jpg,square 143.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 130.jpg,square 130.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/RO4.jpg,RO4.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/LA8.jpg,LA8.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 230.jpg,square 230.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/LA6.jpg,LA6.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image sqaure 124.jpg,image sqaure 124.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 132.jpg,image square 132.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 274.jpg,square 274.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 122.jpg,square 122.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 186.jpg,square 186.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 210.jpg,sqaure 210.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 161.jpg,square 161.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 95.jpg,image square 95.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 241.jpg,square 241.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 191.jpg,square 191.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/images round 50.jpg,images round 50.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 190.jpg,square 190.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 135.jpg,square 135.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 153.jpg,square 153.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 108.jpg,image square 108.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 221.jpg,sqaure 221.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 278.jpg,square 278.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 110.jpg,image square 110.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 150.jpg,image square 150.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/images round 48.jpg,images round 48.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 172.jpg,square 172.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 109.jpg,image square 109.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 107.jpg,image square 107.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 143.jpg,image square 143.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 238.jpg,square 238.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image squrare 133.jpg,image squrare 133.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 234.jpg,square 234.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 270.jpg,square 270.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 192.jpg,square 192.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/RO5.jpg,RO5.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 275.jpg,square 275.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 261.jpg,square 261.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 219.jpg,sqaure 219.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 233.jpg,square 233.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/CAR1.jpg,CAR1.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 106.jpg,image square 106.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/LA5.jpg,LA5.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 207.jpg,sqaure 207.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 117.jpg,square 117.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 212.jpg,sqaure 212.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 179.jpg,square 179.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 145.jpg,image square 145.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 175.jpg,square 175.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 114.jpg,square 114.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 149.jpg,image square 149.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 217.jpg,sqaure 217.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 153.jpg,image square 153.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 267.jpg,square 267.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 103.jpg,image square 103.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 177.jpg,square 177.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 271.jpg,square 271.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 137.jpg,square 137.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 144.jpg,image square 144.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 279.jpg,square 279.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 156.jpg,square 156.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 170.jpg,square 170.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square164.jpg,image square164.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 125.jpg,square 125.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 126.jpg,image square 126.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/RO7.jpg,RO7.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 197.jpg,square 197.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 189.jpg,square 189.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 167.jpg,square 167.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 269.jpg,square 269.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 183.jpg,square 183.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/RO8.jpg,RO8.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 264.jpg,square 264.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/images round 44.jpg,images round 44.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 96.jpg,image square 96.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 150.jpg,square 150.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 152.jpg,image square 152.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/LA7.jpg,LA7.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/RO6.jpg,RO6.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 228.jpg,square 228.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 216.jpg,sqaure 216.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 169.jpg,square 169.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 111.jpg,image square 111.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 252.jpg,square 252.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 280.jpg,square 280.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 145.jpg,square 145.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 253.jpg,square 253.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 193.jpg,square 193.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 213.jpg,sqaure 213.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 195.jpg,square 195.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 138.jpg,image square 138.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 242.jpg,square 242.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 259.jpg,square 259.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 229.jpg,sqaure 229.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 138.jpg,square 138.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 166.jpg,square 166.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 128.jpg,square 128.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 251.jpg,square 251.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 154.jpg,square 154.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 113.jpg,square 113.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 93.jpg,image square 93.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 168.jpg,square 168.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 226.jpg,sqaure 226.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/images round 49.jpg,images round 49.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 102.jpg,image square 102.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 165.jpg,square 165.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 237.jpg,square 237.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 281.jpg,square 281.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 244.jpg,square 244.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 200.jpg,sqaure 200.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 98.jpg,image square 98.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 187.jpg,square 187.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image 92.jpg,image 92.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 116.jpg,square 116.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 222.jpg,sqaure 222.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 146.jpg,image square 146.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 174.jpg,square 174.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/images round 42.jpg,images round 42.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 176.jpg,square 176.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 246.jpg,square 246.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 131.jpg,image square 131.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 140.jpg,square 140.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 196.jpg,square 196.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 250.jpg,square 250.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 91.jpg,image square 91.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 90.jpg,image square 90.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 101.jpg,image square 101.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 185.jpg,square 185.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 155.jpg,square 155.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 268.jpg,square 268.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 123.jpg,square 123.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 160.jpg,image square 160.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 171.jpg,square 171.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 126.jpg,square 126.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 148.jpg,image square 148.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 243.jpg,square 243.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 149.jpg,square 149.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 180.jpg,square 180.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 134.jpg,image square 134.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 201.jpg,sqaure 201.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 232.jpg,square 232.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 202.jpg,sqaure 202.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 100.jpg,image square 100.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 198.jpg,square 198.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 220.jpg,sqaure 220.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 211.jpg,sqaure 211.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 204.jpg,sqaure 204.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 152.jpg,square 152.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 158.jpg,square 158.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 225.jpg,sqaure 225.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 223.jpg,sqaure 223.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 273.jpg,square 273.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 257.jpg,square 257.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 151.jpg,image square 151.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 214.jpg,sqaure 214.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 236.jpg,square 236.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 199.jpg,square 199.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 140.jpg,image square 140.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 263.jpg,square 263.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 249.jpg,square 249.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 162.jpg,square 162.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 215.jpg,sqaure 215.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 224.jpg,sqaure 224.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 203.jpg,sqaure 203.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 260.jpg,square 260.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 118.jpg,square 118.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 247.jpg,square 247.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 130.jpg,image square 130.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 137.jpg,image square 137.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 125.jpg,image square 125.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/images round 43.jpg,images round 43.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 276.jpg,square 276.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 162.jpg,image square 162.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 178.jpg,square 178.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 254.jpg,square 254.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 205.jpg,sqaure 205.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 188.jpg,square 188.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image squrare 136.jpg,image squrare 136.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 255.jpg,square 255.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 240.jpg,square 240.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 142.jpg,square 142.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 184.jpg,square 184.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/sqaure 209.jpg,sqaure 209.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 227.jpg,square 227.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/images round 41.jpg,images round 41.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/image square 99.jpg,image square 99.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/square/square 121.jpg,square 121.jpg,square,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/image round 63.jpg,image round 63.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 445.jpg,round 445.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 497.jpg,round 497.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 625.jpg,round 625.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 467.jpg,round 467.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 543.jpg,round 543.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/images round 60.jpg,images round 60.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 437.jpg,round 437.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 592.jpg,round 592.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 646.jpg,round 646.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 584.jpg,round 584.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 522.jpg,round 522.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/image round 76.jpg,image round 76.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 678.jpg,round 678.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 438.jpg,round 438.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 663.jpg,round 663.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 486.jpg,round 486.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 462.jpg,round 462.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 570.jpg,round 570.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 410.jpg,round 410.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 674.jpg,round 674.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/image round 8.jpg,image round 8.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 659.jpg,round 659.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 576.jpg,round 576.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/image round 3.jpg,image round 3.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 440.jpg,round 440.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 673.jpg,round 673.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 526.jpg,round 526.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/image round 54.jpg,image round 54.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/image round 52.jpg,image round 52.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 426.jpg,round 426.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 665.jpg,round 665.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 430.jpg,round 430.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 513.jpg,round 513.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 414.jpg,round 414.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 427.jpg,round 427.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 640.jpg,round 640.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/images round 14.jpg,images round 14.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 471.jpg,round 471.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 423.jpg,round 423.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 575.jpg,round 575.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 573.jpg,round 573.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 542.jpg,round 542.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/image round 2.jpg,image round 2.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/image round 82.jpg,image round 82.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 464.jpg,round 464.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 572.jpg,round 572.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 485.jpg,round 485.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/image round 85.jpg,image round 85.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 586.jpg,round 586.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 472.jpg,round 472.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 444.jpg,round 444.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 509.jpg,round 509.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 641.jpg,round 641.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 461.jpg,round 461.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 654.jpg,round 654.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 491.jpg,round 491.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 631.jpg,round 631.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 442.jpg,round 442.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 652.jpg,round 652.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 563.jpg,round 563.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 487.jpg,round 487.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 409.jpg,round 409.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 637.jpg,round 637.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 452.jpg,round 452.jpg,round,train
/content/facefit_data/raw/men_face_shape/men/training_set/round/round 450.jpg,round 450.jpg,round,train
